Ticket ID,Customer Name,Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
2084,Michael Morales,nelsonronald@example.net,56,Female,Lenovo ThinkPad,2020-02-02,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.


[0126] (Product number: 160570)

Current Product Information Current Location:

<store_name>I'd like to I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,Critical,Email,2023-06-01 16:48:41,,
5157,Robert Barnes,schneidervictoria@example.com,53,Female,Google Nest,2020-11-07,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. If I am required to charge you, please contact me as soon as possible. Please read my Terms of Use.

Thanks!

We hope you enjoyed I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Medium,Phone,2023-06-01 10:15:03,2023-06-01 22:54:03,3.0
4565,Jonathan Peters,garciathomas@example.org,61,Other,Canon DSLR Camera,2020-10-21,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. I am very annoyed.

I'm having an issue with the {product_purchased}. Please assist. I am very annoyed.

10. I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Medium,Social media,2023-06-01 12:38:28,2023-06-01 07:56:28,5.0
624,Nathaniel Clark,kennethbailey@example.net,34,Male,Fitbit Versa Smartwatch,2020-05-04,Technical issue,Software bug,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If you I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,Critical,Phone,2023-06-01 06:00:03,,
319,Mitchell Kidd,emily89@example.com,28,Female,Nintendo Switch,2021-09-10,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

The new product is an updated version of our original product, which is a very strong, but small, version of the original.

We need money I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,Medium,Email,2023-06-01 18:51:58,,
6121,Patrick Peterson,ncompton@example.com,61,Other,GoPro Action Camera,2021-09-13,Cancellation request,Payment issue,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? Thanks!

anon993599

Post 2 My computer works great. When I try I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,Medium,Phone,,,
2880,John Cruz,saralambert@example.net,30,Male,GoPro Hero,2021-03-22,Refund request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

I am using an external USB flash drive and am experiencing an issue. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,Low,Email,,,
1202,Mr. Casey Bradley,edward53@example.com,28,Female,Dell XPS,2021-02-07,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,Medium,Chat,,,
6583,Briana Wilson,nicolehumphrey@example.com,50,Female,Bose SoundLink Speaker,2020-06-21,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,Critical,Email,,,
2500,Steven Hodge,juan08@example.org,29,Male,Microsoft Xbox Controller,2021-08-08,Cancellation request,Product setup,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? - You can try sending an email with code: phreak@debian I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,High,Chat,,,
5170,Gina Conley,armstrongbrianna@example.com,20,Female,Amazon Echo,2020-12-05,Billing inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist. Thanks.</span> I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Low,Social media,2023-06-01 14:44:17,2023-06-01 15:49:17,4.0
100,Eric Saunders,mark94@example.org,23,Other,Samsung Soundbar,2020-05-15,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

Thank you for your visit. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Pending Customer Response,Low,Chat,2023-06-01 15:32:53,,
2808,Beth Chaney,leejulie@example.org,56,Other,MacBook Pro,2021-03-30,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

I tried to install an installed Java EE, and it just didn't work.

I tried installing an APK, and it just installed Java EE I've checked for software updates, and my {product_purchased} is already running the latest version.",Closed,Critical,Email,2023-06-01 07:11:19,2023-06-01 20:07:19,5.0
6041,Richard Mcdonald,mpatterson@example.org,37,Female,LG Washing Machine,2021-08-18,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

Please do not sell this product or the product's quality. The price is the buyer's responsibility. Please contact me with information on what the customer actually paid The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,Medium,Phone,2023-06-01 15:58:22,,
3413,Bridget Washington,sarahharper@example.org,65,Male,Philips Hue Lights,2021-05-06,Billing inquiry,Peripheral compatibility,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

It would be great I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Medium,Chat,2023-06-01 00:12:23,2023-06-01 09:23:23,3.0
4231,Elizabeth Oliver,nprice@example.net,30,Female,Roomba Robot Vacuum,2021-07-10,Billing inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist. We're able to use the customer code to ensure everyone is getting the best price possible.

1.13 We're happy to work on this. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,High,Email,,,
2861,Christine Calderon,matthew23@example.net,42,Other,Nikon D,2021-02-16,Technical issue,Software bug,"I'm having an issue with the {product_purchased}. Please assist. https://www.tacastyle.com/product/v-0-c-8-0-virgin-tales-4-2- The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,High,Chat,2023-06-01 09:17:33,,
6647,Christine Page,qeaton@example.net,59,Other,Xbox,2021-03-04,Product inquiry,Installation support,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

If you are dealing with an account locked on your computer, simply enable the app by I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,High,Phone,,,
4372,Ethan Spencer,buckapril@example.org,57,Other,Sony Xperia,2020-07-24,Billing inquiry,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

Thank you for your efforts. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,High,Email,,,
4406,Derek Tucker,christopherlewis@example.com,51,Female,Amazon Kindle,2021-07-10,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

[email protected]

[url]>Your Name>[/url] >

[browsing_url]http://www.al This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,Medium,Chat,2023-06-01 22:57:57,,
3933,Judy Casey,jeffhodges@example.net,65,Other,Microsoft Surface,2020-10-05,Billing inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. If the product you're looking for is in trouble, please contact us so we can help! ------------------------- {product_purchased} - {product_ I've already contacted customer support multiple times, but the issue remains unresolved.",Open,High,Chat,,,
1514,Michaela Rowland,tjimenez@example.net,39,Male,Canon EOS,2021-07-02,Cancellation request,Battery life,"My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this?

It's kind of difficult, but I found one in my inventory in This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Low,Email,2023-06-01 18:57:26,2023-06-01 04:44:26,3.0
8268,Michael Murphy,wardmackenzie@example.com,26,Male,Asus ROG,2021-11-21,Product inquiry,Account access,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

For all products purchased using Google Play Services, you should have been notified over the This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,High,Phone,,,
3134,Brooke Hurst,helensnyder@example.org,19,Male,Philips Hue Lights,2021-07-17,Cancellation request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

There is an error: Cannot create ProductPurchased object by passing NULL as the value of <Product_purchased> or in any other way This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,Critical,Phone,2023-06-01 16:04:50,,
2454,Vanessa Bell,harrisbrianna@example.org,52,Other,Apple AirPods,2021-10-24,Cancellation request,Hardware issue,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If you I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,High,Chat,2023-06-01 05:34:17,2023-06-01 02:03:17,2.0
3621,Roberta Robinson,dmiller@example.org,26,Male,GoPro Hero,2020-05-22,Cancellation request,Refund request,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

A couple of tests and I am able to fix it I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,Medium,Social media,2023-06-01 13:16:55,,
7756,Brianna Smith,crystal14@example.org,69,Other,Canon DSLR Camera,2020-06-11,Cancellation request,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Product purchases are sold in person at www.giftstore.com and at the participating local restaurants and bars, and are intended for a limited number of I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,Medium,Phone,2023-06-01 11:10:46,,
1054,Alicia Stewart,adam45@example.com,29,Female,Autodesk AutoCAD,2021-12-21,Technical issue,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

I'm trying to contact a vendor so you know if there are problems.

It probably has a bad name, but you should try it. I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,Medium,Social media,2023-05-31 22:21:47,,
8351,Adrian Harmon,vrivera@example.com,63,Other,MacBook Pro,2020-08-19,Product inquiry,Product setup,I'm having an issue with the {product_purchased}. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Closed,Critical,Phone,2023-06-01 13:33:46,2023-06-01 18:01:46,5.0
7233,Peter Richardson,pamela44@example.com,26,Male,Xbox,2021-05-23,Product inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist.

[6:12:54 PM][00:18:39]GAME: The Lazy Caffeine Experiment announced that they had added some sweeteners I've checked the device settings and made sure that everything is configured correctly.",Open,Medium,Email,,,
1453,Shane Rodriguez,bergbarbara@example.org,35,Other,Dyson Vacuum Cleaner,2021-02-13,Cancellation request,Product setup,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

For Windows, this means using the command line utility Get-WmiObject I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Critical,Social media,2023-06-01 18:13:56,2023-06-01 14:30:56,4.0
2946,James Davis,matthewrollins@example.com,27,Female,Dyson Vacuum Cleaner,2021-12-17,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. It's fine. {product_purchased}. Will your order be returned to us within 6 business days? {product_purchased}. Thanks. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,High,Social media,,,
4481,Daniel Ortiz,mholt@example.net,20,Other,Microsoft Surface,2021-09-24,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. Thank you.""

[17:34:28]EMOTE: *no key*/(monkey (738)) : <b>The monkey (738)</ This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,High,Chat,2023-06-01 17:37:38,2023-06-01 16:25:38,5.0
1374,Anna Schmidt MD,robinsonkelly@example.net,46,Male,Google Nest,2020-02-19,Billing inquiry,Cancellation request,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

Thank you! Please provide a solution if there is a question - please I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,Medium,Social media,2023-06-01 20:32:12,2023-06-01 20:21:12,3.0
5460,Mr. Sean Parker,kyle86@example.com,22,Other,Canon EOS,2021-09-12,Refund request,Battery life,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Can you post the data to an email to my {product_purchased-content}. Please The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,Medium,Chat,,,
1692,James Hoover,xcruz@example.com,42,Other,LG OLED,2021-09-11,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. Product is in good condition. The item is not eligible for a refund. I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,High,Chat,2023-06-01 04:35:23,2023-06-01 21:36:23,3.0
4561,Richard White,julia33@example.org,37,Male,GoPro Action Camera,2021-06-27,Refund request,Product compatibility,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

This issue is likely due to having too much memory allocated. I do not have time for I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,Medium,Chat,,,
6608,Curtis Williams DDS,sotoadam@example.com,62,Female,Sony Xperia,2021-09-22,Billing inquiry,Account access,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

$ ssh -o test.ssh --help

Once the The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,Low,Chat,,,
6300,Kathleen Glenn,watsonryan@example.com,34,Female,Dyson Vacuum Cleaner,2021-08-02,Cancellation request,Payment issue,I'm having an issue with the {product_purchased}. Please assist. This is not a good sign. I'm getting the right product now. I don't know if the product you are about to place won't work or what type I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?,Closed,High,Chat,2023-06-01 22:29:19,2023-06-01 13:14:19,1.0
749,Mr. Miguel Brown,christinashaw@example.net,47,Other,Microsoft Xbox Controller,2021-02-04,Technical issue,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the {product_purchased}. Please assist. The message is ""I have purchased $18.99 (USD) I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Critical,Email,2023-06-01 01:27:53,2023-06-01 19:22:53,2.0
1384,Shane James,mhoward@example.com,31,Male,Nikon D,2020-11-03,Technical issue,Account access,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

We can do everything I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Low,Social media,2023-06-01 00:34:22,2023-06-01 01:31:22,2.0
8229,Shawn Knight,sanchezjohn@example.org,25,Male,Roomba Robot Vacuum,2021-08-22,Billing inquiry,Product setup,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

I'm sorry but my database doesn't work anymore, or the system won't start. I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",Closed,Critical,Email,2023-06-01 21:58:58,2023-06-02 00:12:58,2.0
6074,Nicole Ward,jnichols@example.net,49,Female,Canon DSLR Camera,2021-09-25,Refund request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

In a new account, there is no email address, and there is no confirmation of the purchase.

You don't have to be the CEO of I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,High,Email,2023-06-01 02:07:06,,
3780,Benjamin Noble,wgallegos@example.net,65,Other,Sony 4K HDR TV,2021-10-03,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

3) If you are experiencing the issue using an affected version of the product, please post your support on this thread here


4) The issues listed I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,Low,Email,,,
1859,Emily Nunez,sbrown@example.com,34,Male,Google Nest,2020-01-27,Refund request,Payment issue,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account? {products_purchased} will not work on account 1 or more if no new I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,High,Social media,2023-06-01 05:57:14,,
